National Database Number,Field Number,Common Name,State,County,City,Locality Detail,Latitude,Latitude Units,Longitude,Longitude Units,Findings of Human Interaction,Boat Collision,Shot,Fishery Interaction,Fishery Type,Other Human Interaction,Other Human Int Description,Other Human Int Type,How Determined: External Exam,How Determined: Internal Exam,How Determined: Necropsy,How Determined: Other,How Determined: Describe,Gear Collection,Other Findings upon Level Y/N,Other Findings - Illness Flag,Other Findings - Injury,Other Findings - Pregnant,Other Findings - Other,Other Findings - Descibe,Other Findings Type,Other Findings - Descibe,Observation Date,How Observed,Observation Status,Not Able to Examine,Date of Examination,Condition at Examination,Left at Site,Immediate Release at Site,Relocated,Disentangled,Euthanized at Site,Died at Site,Transferred to Rehabilitation,Date of Initial Disposition,Rehab Facility Name,Died During Transport,Euthanized During Transport,Other,Other Describe,Sick,Injured,Out of Habitat,Deemed Healthy/Releasable,Abandoned/Orphaned,Inaccesible,Location Hazardous to Animal,Location Hazardous Public,Unknown/CBD ,Condition Other,Condition Other Description,Entangled,Condition Comments,Sex,Age Class,Length,Length Units,Length actual/estimate,Weight,Weight Units,Weight actual/estimate,Photos/Videos Taken,Carcass Left at Site,Carcass Buried,Carcass Rendered,Carcass Towed,Carcass Towed Lattitude,Carcass Towed Longitude,Carcass Sunk,Carcass Sunk Lattitude,Carcass Sunk Longitude,Carcass Frozen for Later Exam,Carcass Landfill,Carcass Unknown,Carcass Other,Carcass Other Description,Necropsied,Necropsy Limited,Date of Necropsy,Additional Remarks,
NW-1996-1023332,96-4-13-Oo,"Whale, killer",OR,Tillamook,Netarts,Netarts Spit/Cape Lookout,45.37995,decimal degrees,-123.967124,decimal degrees,N,N,N,N,,N,,,N,N,,,,,N,,,,,,,,4/12/96,,Fresh Dead,N,4/13/96,Advanced Decomposition,N,N,N,N,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,,622,cm,actual,,kg,actual,Y,N,N,N,N,,,N,,,N,,N,,,N,,,relatively high concentration of organochlorines (PCB = 268 ppm; DDE = 448ppm),
NW-1996-1024024,NW-1793,"Whale, humpback",OR,Lincoln,Newport,in front of Shilo Inn,44.632683,decimal degrees,-124.06449,decimal degrees,N,N,N,N,,N,,,N,N,,,,,N,,,,,,,,4/20/96,,Fresh Dead,N,4/20/96,Fresh Dead,N,N,N,N,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,,410,cm,actual,,in,actual,N,N,N,N,N,,,N,,,N,,N,,,Y,,,,
NW-1996-1023356,96-5-13Er,"Whale, gray",OR,Clatsop,Seaside,on rocks at Cove,45.982112,decimal degrees,-123.933906,decimal degrees,N,N,N,N,,N,,,N,N,,,,,N,,,,,,,,5/13/96,,Fresh Dead,N,5/13/96,Advanced Decomposition,N,N,N,N,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,,574,cm,actual,,kg,actual,Y,N,Y,N,N,,,N,,,N,,N,,,N,,,,
NW-1997-1023907,NW-1687,"Whale, gray",OR,Lincoln,Newport,below Thiel and Moore Creek; South Beach,44.572323,decimal degrees,-124.069524,decimal degrees,N,N,N,N,,N,,,N,N,,,,,N,,,,,,,,2/3/97,,Fresh Dead,N,2/3/97,Mummified/Skeletal,N,N,N,N,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,,384,cm,actual,,in,actual,Y,Y,N,N,N,,,N,,,N,,N,,,N,,,reported again 2/10/97,
NW-1997-1027451,97-4-22 Oo,"Whale, killer",OR,Tillamook,Tillamook,Bay Ocean Spit,45.514786,decimal degrees,-123.94553,decimal degrees,N,N,N,N,,N,,,N,N,,,,,N,,,,,,,,4/21/97,,Fresh Dead,N,4/22/97,Moderate Decomposition,N,N,N,N,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,,256,cm,actual,,kg,actual,Y,N,N,N,N,,,N,,,N,,N,,,Y,,,"skeleton and tisues registered to D. Duffield, Portland State Univ., Portland OR",
NW-1997-1023971,NW-1745,"Whale, gray",OR,Lincoln,Otter Rock,Cape Foulweather; NW of gift shop; 1/4 mile up in little bay,44.773585,decimal degrees,-124.074684,decimal degrees,N,N,N,N,,N,,,N,N,,,,,N,,,,,,,,6/30/97,,Fresh Dead,N,6/30/97,Fresh Dead,N,N,N,N,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,calf,UNKNOWN,,,cm,actual,,kg,actual,N,N,N,N,N,,,N,,,N,,N,,,N,,,"called to get info, by which time animal had floated out from bay & was ~1/4 mile off shore",
NW-1997-1027803,HMSC97-C1,"Whale, fin",OR,Lincoln,Newport,mile marker 148; 3/4 mile south of Lost Creek Park,44.530425,decimal degrees,-124.075164,decimal degrees,N,N,N,N,,N,,,N,N,,,,,N,,,,,,,,7/21/97,,Fresh Dead,N,7/21/97,Moderate Decomposition,N,N,N,N,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,,1340,cm,actual,,kg,actual,Y,N,N,N,N,,,N,,,N,,N,,,Y,,,,
NW-1997-1023997,NW-1769,"Whale, killer",OR,Tillamook,Gearhardt,near Sea Side,46.019931,decimal degrees,-123.928221,decimal degrees,N,N,N,N,,N,,,N,N,,,,N,N,N,N,,N,,,,11/20/97,,Fresh Dead,N,11/20/97,Fresh Dead,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,,180,cm,actual,,,actual,N,Y,N,N,N,,,N,,,N,N,N,N,,N,,,,
NW-1997-1024006,NW-1777,"Whale, gray",OR,Lincoln,Gleneden,Gleneden Beach,44.881499,decimal degrees,-124.037846,decimal degrees,N,N,N,N,,N,,,N,N,,,,,N,,,,,,,,12/23/97,,Fresh Dead,N,12/23/97,Advanced Decomposition,N,N,N,N,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,,300,cm,estimate,,in,actual,N,Y,N,N,N,,,N,,,N,,N,,,N,,,,
NW-1998-1026398,NW-4,"Whale, killer",OR,Tillamook,Pacific City,,45.201814,decimal degrees,-123.963903,decimal degrees,N,N,N,N,,N,,,N,N,,,,,N,,,,,,,,1/9/98,,Fresh Dead,N,1/9/98,Fresh Dead,N,N,N,N,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,,48,cm,estimate,,in,actual,N,Y,N,N,N,,,N,,,N,,N,,,N,,,No response... busy preparing for MMWC.,
NW-1998-1023211,US73-736,"Whale, minke",OR,Lane,Florence,"Siltcoos Recreation Area, 5 miles south of Florence, at end of beach access road through Wax Myrtle Campground",43.872613,decimal degrees,-124.14878,decimal degrees,N,N,N,N,,N,,,N,N,,,,,N,,,,,,,,5/16/98,,Fresh Dead,N,5/16/98,Moderate Decomposition,N,N,N,N,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,,333,cm,actual,,in,actual,Y,Y,N,N,N,,,N,,,N,,N,,,Y,,,"skin, blubber, right side baleen registered to B. Mate, Oregon State University, Newport OR",
NW-1999-1023564,Er-99-4-23,"Whale, gray",OR,Clatsop,Del Rey,,46.049366,decimal degrees,-123.930551,decimal degrees,N,N,N,N,,N,,,N,N,,,,,N,,,,,,,,4/21/99,,Fresh Dead,N,4/23/99,Mummified/Skeletal,N,N,N,N,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,,1363,cm,actual,,kg,actual,N,N,N,N,N,,,N,,,N,,N,,,N,,,,
NW-1999-1023777,NW-1569,"Whale, gray",OR,Tillamook,Tillamook,Cape Lookout State Park; south of day use area; beneath cliffs,45.352764,decimal degrees,-123.975484,decimal degrees,N,N,N,N,,N,,,N,N,,,,,N,,,,,,,,5/31/99,,Fresh Dead,N,5/31/99,Mummified/Skeletal,N,N,N,N,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,,300,cm,estimate,,in,actual,N,Y,N,N,N,,,N,,,N,,N,,,N,,,,
NW-1999-1027573,NW-735,UNKNOWN MYSTICETE,OR,Douglas,Reedsport,mouth of three mile creek,43.712693,decimal degrees,-124.110865,decimal degrees,N,N,N,N,,N,,,N,N,,,,,N,,,,,,,,7/13/99,,Fresh Dead,N,7/13/99,Mummified/Skeletal,N,N,N,N,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,,,cm,actual,,kg,actual,N,N,N,N,N,,,N,,,N,,N,,,N,,,,
NW-1999-1023279,NW-1113,"Whale, gray",OR,Unknown,Neskowin,,45 20,,123 50,,N,N,N,N,,N,,,N,N,,,,,N,,,,,,,,10/4/99,,Fresh Dead,N,10/6/99,Fresh Dead,N,N,N,N,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,,377,cm,actual,,in,actual,Y,N,N,N,N,,,N,,,N,,N,,,N,,,,
NW-2000-1023585,HMSC00-C1,"Whale, gray",OR,Lincoln,Waldport,at intersection of Sandpiper Dr. & Oceania St. in Sandpiper Village,44.448263,decimal degrees,-124.08135,decimal degrees,N,N,N,N,,N,,,N,N,,,,,N,,,,,,,,4/4/00,,Fresh Dead,N,4/5/00,Advanced Decomposition,N,N,N,N,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,,1240,cm,actual,,kg,actual,Y,N,N,N,N,,,N,,,N,,N,,,N,,,,
NW-2000-1023615,OIMB-C-073,"Whale, killer",OR,Lane,Winchester Bay,S of the South Jetty,43.665455,decimal degrees,-124.206546,decimal degrees,N,N,N,N,,N,,,N,N,,,,,N,,,,,,,,5/1/00,,Fresh Dead,N,5/1/00,Moderate Decomposition,N,N,N,N,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,,270,cm,actual,,kg,actual,Y,N,N,N,N,,,N,,,N,,N,,,N,,,,
NW-2000-1023623,HMSC-C2,"Whale, gray",OR,Lane,Florence,Honeyman State Park; ~7 mi. south of Florence,43.925863,decimal degrees,-124.141341,decimal degrees,N,N,N,N,,N,,,N,N,,,,,N,,,,,,,,6/10/00,,Fresh Dead,N,6/12/00,Advanced Decomposition,N,N,N,N,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,,1320,cm,actual,,kg,actual,N,N,N,N,N,,,N,,,N,,N,,,N,,,,
NW-2002-1027288,HMSC02-C1,"Whale, sperm",OR,Lincoln,Yachats,Heceta Head Beach,44.297859,decimal degrees,-124.109953,decimal degrees,N,N,N,N,,N,,,N,N,,,,,N,,,,,,,,2/18/02,,Fresh Dead,N,2/19/02,Advanced Decomposition,N,N,N,N,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,,470,cm,actual,,kg,actual,Y,N,N,N,N,,,N,,,N,,N,,,N,,,,
NW-2002-1027180,NW-4736,"Whale, sperm",OR,Coos,Coos Bay,45 nm west of coast,43 26,,125 14,,N,N,N,N,,N,,,N,N,,,,,N,,,,,,,,2/20/02,,Fresh Dead,N,2/20/02,Advanced Decomposition,N,N,N,N,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,,,cm,actual,,kg,actual,Y,Y,N,N,N,,,N,,,N,,N,,,N,,,,
NW-2002-1027183,202-0001,"Whale, gray",OR,Curry,Pistol River,just S of river mouth,42.289818,decimal degrees,-124.408734,decimal degrees,N,N,N,N,,N,,,N,N,,,,,N,,,,,,,,2/24/02,,Fresh Dead,N,2/25/02,Advanced Decomposition,N,N,N,N,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,,474,cm,actual,,in,actual,Y,N,N,N,N,,,N,,,N,,N,,,N,,,,
NW-2002-1027211,NW-4765,"Whale, gray",OR,Coos,Crook Point,,42.251233,decimal degrees,-124.413272,decimal degrees,N,N,N,N,,N,,,N,N,,,,,N,,,,,,,,4/5/02,,Fresh Dead,N,4/16/02,Mummified/Skeletal,N,N,N,N,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,,480,cm,estimate,,in,actual,Y,Y,N,N,N,,,N,,,N,,N,,,N,,,"when examined on 4/16/02, had washed up at Hooskanaden Creek",
NW-2002-1027212,NW-4766,"Whale, gray",OR,Tillamook,Neskowin,,45.10958,decimal degrees,-123.984533,decimal degrees,N,N,N,N,,N,,,N,N,,,,,N,,,,,,,,4/14/02,,Fresh Dead,N,4/17/02,Fresh Dead,N,N,N,N,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,,800,cm,estimate,,kg,actual,Y,Y,N,N,N,,,N,,,N,,N,,,N,,,digital photos taken,
NW-2002-1000386,02-9-03-PSU-Bp,"Whale, fin",OR,Clatsop,Portland,arrived on bow of ship into Portland,45.616939,decimal degrees,-122.70412,decimal degrees,Y,Y,N,N,,,,,Y,N,,,,,,,,,,came in wrapped around bulbous bow of ship,,came in wrapped around bulbous bow of ship,9/2/02,Floating,Fresh Dead,N,9/10/02,Moderate Decomposition,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,SUBADULT,1075,cm,actual,0,kg,actual,Y,N,Y,N,N,,,N,,,N,,N,,,Y,,9/10/02,,
NW-2003-1000648,OIMB-C-076,"Whale, minke",OR,Coos,North Bend,1 mile N of North Jetty at Coos Bay,43.371059,decimal degrees,-124.325492,decimal degrees,N,N,N,N,,,,,Y,N,,,,,CBD,,,,,,,,1/21/03,Beach or Land,Fresh Dead,N,1/25/03,Fresh Dead,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,ADULT,840,cm,actual,,kg,actual,Y,Y,N,N,N,,,N,,,N,,N,,,Y,,1/25/03,,
NW-2003-1000657,OIMB-C-077,"Whale, sperm",OR,Curry,Port Orford,between Battle Rock & Hubbard Creek,42.737537,decimal degrees,-124.482751,decimal degrees,N,N,N,N,,,,,N,N,,,,,CBD,,,,,,,,3/23/03,Beach or Land,Fresh Dead,N,3/23/03,Fresh Dead,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,PUP/CALF,0,cm,actual,,kg,actual,Y,Y,N,N,N,,,N,,,N,,N,,,N,,,,
NW-2003-1001031,HMSC03-C2,"Whale, gray",OR,Tillamook,Cape Lookout,N of Cape Lookout campground,45.38163,decimal degrees,-123.966491,decimal degrees,Y,N,N,Y,,,,,Y,N,,,,,CBD,,,,,crab pot line and buoy wrapped around flukes and caudal peduncle,,crab pot line and buoy wrapped around flukes and caudal peduncle,4/20/03,Beach or Land,Moderate Decomposition,N,4/21/03,Moderate Decomposition,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,YEARLING,700,cm,estimate,,kg,actual,Y,Y,Y,N,N,,,N,,,N,,N,,,N,,,,
NW-2003-1000788,03-CU-020,"Whale, gray",OR,Curry,Brookings,,42.045067,decimal degrees,-124.289099,decimal degrees,CBD,N,N,N,,,,,N,N,,,,,,,,,,,,,5/27/03,Beach or Land,Condition Unknown,N,5/28/03,Condition Unknown,N,N,N,N,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,ADULT,1100,cm,actual,,kg,actual,N,Y,N,N,N,,,N,,,N,,N,,,N,,,,
NW-2003-1002140,03-CU-229,"Whale, humpback",OR,Curry,Pistol River,,42.276611,decimal degrees,-124.407447,decimal degrees,N,N,N,N,,N,,,Y,N,,,,N,CBD,N,N,,N,,,,12/11/03,Beach or Land,Fresh Dead,N,12/11/03,Fresh Dead,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,ADULT,1400,cm,estimate,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,,
NW-2004-1053605,PSU04-01-05Pm,"Whale, sperm",OR,Clatsop,Cannon Beach,Ecola SP,45.92969,decimal degrees,-123.9784,decimal degrees,CBD,N,N,N,,,,,N,N,,,,N,Y,N,N,,Y,just head present,,external exam,1/5/04,Beach or Land,Advanced Decomposition,N,1/10/04,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,,,,,N,N,N,N,N,,,,,UNKNOWN,ADULT,0,in,estimate,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,citizen sawed off all teeth at gumline,
NW-2004-1002148,HMSC04-C1,"Whale, gray",OR,Lincoln,Driftwood Beach SP,S of Seal Rock,44.464678,decimal degrees,-124.081968,decimal degrees,Y,N,N,Y,,N,rope marks found around both pecs and through mouth,,Y,N,,,,N,CBD,N,N,,N,,,,1/18/04,Beach or Land,Fresh Dead,N,1/19/04,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,PUP/CALF,436,cm,estimate,,,,Y,N,N,N,N,,,N,,,N,N,Y,N,,Y,,1/20/04,,
NW-2004-1062921,HMSC04-02-11-Mn,"Whale, humpback",OR,Curry,Gold Beach,Pistol River? Later came ashore under bridge at Myers Creek,42.3076,decimal degrees,-124.4107,decimal degrees,CBD,N,N,N,,N,,,,,,,,N,N,N,N,,N,,,,2/11/04,Beach or Land,Condition Unknown,N,5/17/06,Mummified/Skeletal,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,360,in,estimate,0,lb,estimate,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,"Carcass of humpback whale found by hikers on Myers Creek; volunteer took pictures, remains very decomposed, mostly mummified blubber; Susan Riemer says this is same whale as came ashore in Feb 2004 (Pistol River) and drifted into Myers Creek 5/11/04",
NW-2004-1002355,HMSC04-C5,"Whale, minke",OR,Douglas,Reedsport/Florence,Oregon Dunes Overlook,43.833858,decimal degrees,-124.1535,decimal degrees,N,N,N,N,,N,,,Y,N,,,,,CBD,,,,,,,,3/4/04,Beach or Land,Fresh Dead,N,3/4/04,Fresh Dead,N,N,N,N,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,SUBADULT,240,in,estimate,,,,N,Y,N,N,N,,,N,,,N,,N,,,N,,,,
NW-2004-1028451,WDFW0404-03,"Whale, gray",OR,Tillamook,Tillamook,Off shore Tillamook,45.5467,decimal degrees,-123.993324,decimal degrees,Y,N,N,Y,,N,Entangled in crab pot,,N,N,,,,,CBD,,,,,,,,4/12/04,Swimming,Alive,Y,,,N,N,N,Y,N,N,N,4/10/04,,N,,N,,N,N,N,N,N,N,N,N,N,N,,Y,Whale became untangled according to Tillamook coast guard,UNKNOWN,UNKNOWN,240,in,estimate,,,,N,N,N,N,N,,,N,,,N,,N,,,N,,,,
NW-2004-1031272,OIMBC-079,"Whale, killer",OR,Coos,Bandon,off Beach Loop Drive,43.104456,decimal degrees,-124.433095,decimal degrees,N,N,N,N,,N,,,Y,Y,,,,,,,,,,,,,5/3/04,Beach or Land,Alive,N,5/3/04,Fresh Dead,N,N,N,N,N,Y,N,5/3/04,,N,,N,,N,Y,N,N,N,N,N,N,N,N,,,,FEMALE,ADULT,650,cm,actual,,,,Y,N,N,N,N,,,N,,,N,,N,,,Y,,5/3/04,,
NW-2004-1031275,ODFW04-C1,"Whale, gray",OR,Curry,Brookings,near Brookings Harbor,42.053065,decimal degrees,-124.26968,decimal degrees,N,N,N,N,,N,,,N,N,,,,,CBD,,,,,,,,5/10/04,Beach or Land,Fresh Dead,N,5/10/04,Fresh Dead,N,N,N,N,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,PUP/CALF,680,cm,actual,,,,Y,Y,N,N,N,,,N,,,N,,N,,,Y,,5/10/04,,
NW-2004-1031278,04-CU-044,UNSPECIFIED BALEEN WHALE,OR,Curry,Brookings,at CA/OR border,42.00131,decimal degrees,-124.213375,decimal degrees,CBD,N,N,N,,N,,,N,N,,,,,CBD,,,,,,,,5/13/04,Floating,Condition Unknown,Y,,,N,N,N,N,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,216,in,actual,,,,N,Y,N,N,N,,,N,,,N,,N,,,N,,,"pilot flying at 1,000 ft. saw dead floating whale; thought it looked like a gray whale calf",
NW-2004-1031279,04-CU-045,"Whale, gray",OR,Curry,Port Orford,Cape Blanco SP,42.824766,decimal degrees,-124.545718,decimal degrees,CBD,N,N,N,,N,,,N,N,,,,,CBD,,,,,,,,5/13/04,Beach or Land,Fresh Dead,N,5/14/04,Fresh Dead,N,N,N,N,N,N,N,,,N,,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,PUP/CALF,300,in,estimate,,,,Y,Y,N,N,N,,,N,,,N,,N,,,N,,,,
NW-2005-1052989,PSU05-02-07-Pm,"Whale, sperm",OR,Clatsop,Arch Cape,Hug Pt. State Park,45.83185,decimal degrees,-123.96188,decimal degrees,CBD,N,N,N,,N,,,,,,,,N,CBD,N,N,,N,,,,2/7/05,Beach or Land,Moderate Decomposition,N,2/27/05,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,PUP/CALF,402,cm,actual,,,,Y,N,N,N,N,,,N,,,N,N,N,N,,Y,,2/27/05,,
NW-2005-1042285,HMSC05-02-21,"Whale, gray",OR,Lincoln,Depoe Bay,between Depoe Bay and Yaquina Head (Newport),44.713899,decimal degrees,-124.060093,decimal degrees,Y,N,N,Y,,N,,,,,,,crab pots buoys and line around tail stock,Y,N,N,N,,N,,,,2/21/05,Swimming,Alive,N,2/21/05,Alive,N,N,N,Y,N,N,N,1/21/05,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,,276,in,estimate,0,lb,estimate,Y,N,N,N,N,,,N,,,N,N,N,N,,N,,,"animal distentagled by OSU and US Coast Guard. two buoys and trailing rope removed. one buoy either still on whale or at sea (whale not seen again). no evidence of crab pot. buoy number 13558, bright pink, not in ODFW registry of crab pots for commercial crabbers in Oregon (number sent to NMFS NW to see if registered in WA).",
NW-2005-1051727,HMSC05-04-02,"Whale, gray",OR,Tillamook,Sand Lake,,45.281723,decimal degrees,-123.956927,decimal degrees,CBD,N,N,N,,N,,,,,,,,N,CBD,N,N,,N,,,,4/2/05,Beach or Land,Moderate Decomposition,Y,,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,YEARLING,312,in,estimate,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,,
NW-2005-1046295,HMSC05-07-06A,"Whale, gray",OR,Coos,Horsefall Beach,,43.453923,decimal degrees,-124.277527,decimal degrees,Y,N,N,Y,,N,,,,,,,gear wrapped around animal on external exam,N,CBD,N,N,,N,,,,7/6/05,Beach or Land,Advanced Decomposition,N,7/11/05,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,0,cm,estimate,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,"fishing line wrapped through mouth, along side and wrapped around peduncle; buoys initially reported attached to line, but were cut away before could be examined",
NW-2005-1056427,ODFW0805-0003,"Whale, humpback",OR,Curry,Gold Beach,1 mile south of Nesika Beach rest area 101,42.5226,decimal degrees,-124.4067,decimal degrees,CBD,N,N,N,,N,,,,,,,,N,CBD,N,N,,N,,,,8/29/05,Beach or Land,Moderate Decomposition,N,8/29/06,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,SUBADULT,900,cm,estimate,7000,kg,estimate,N,N,N,N,N,,,N,,,N,N,Y,N,,N,,,"collected barnacles, baleen",
NW-2005-1058553,05-CS-039,"Whale, gray",OR,Coos,Coos Bay,,43.394275,decimal degrees,-124.277404,decimal degrees,CBD,N,N,N,,N,,,,,,,,N,CBD,N,N,,N,,,,9/14/05,Floating,Condition Unknown,Y,,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,0,cm,estimate,,,,Y,N,N,N,Y,,,N,,,N,N,N,N,,N,,,approximate date of initial observation; was towed away before could wash ashore,
NW-2005-1053295,HMSC05-12-09-Er,"Whale, gray",OR,Douglas,Gardiner,6 miles north of Umqua River jetty,44.7667,decimal degrees,-124.1783,decimal degrees,CBD,N,N,N,,N,,,,,,,,N,N,N,N,,N,,,,12/9/05,Beach or Land,Advanced Decomposition,Y,12/9/05,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,ADULT,15240,cm,estimate,40000,kg,estimate,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,Badly decomposed whale carcass reported by US Coast Guard who saw and photographed it by helicopter. They estimated its size at 50 feet.,
NW-2006-1053313,HMSC06-01-24-Um,UNKNOWN MYSTICETE,OR,Lincoln,Florence,"Hobbit Beach, just north of Heceta Head, due west of Hobbit Trail",44.1451,decimal degrees,-124.1201,decimal degrees,CBD,N,N,N,,N,,,,,,,,N,N,N,N,,N,,,,1/24/06,Beach or Land,Advanced Decomposition,N,1/24/06,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,ADULT,540,in,estimate,4000,lb,estimate,Y,Y,N,N,N,,,N,,,N,N,N,N,,NA,,,"twisted mass of decomposed tissue, about 45 feet long and 10 feet wide at widest point, partially buried in sand, no body parts discernable by observers.",
NW-2006-1056453,ODFW0206-0001,"Whale, gray",OR,Curry,Brookings,South end of Harris Beach State Park,42.0609,decimal degrees,-124.3032,decimal degrees,CBD,N,N,N,,N,,,,,,,,N,CBD,N,N,,N,,,,2/10/06,Beach or Land,Moderate Decomposition,Y,,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,PUP/CALF,192,in,estimate,600,kg,estimate,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,"Dead gray whale on beach; buried beneath a large log or tree, not readily accessible",
NW-2006-1057849,HMSC06-04-23-Er,"Whale, gray",OR,Tillamook,Cape Lookout,"Tip of Cape Lookout, was travelling East to West on south side of Cape Lookout, was seen diving; 2 larger whales and 6-8 ""porpoises"" also seen nearby",45.3368,decimal degrees,-124.0054,decimal degrees,Y,N,N,Y,,N,,,,,,,External exam,N,,N,N,,N,,,,4/23/06,Swimming,Alive,Y,,,Y,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,Y,N,N,N,Y,entangled,,,UNKNOWN,UNKNOWN,300,in,estimate,0,lb,estimate,N,N,N,N,N,,,N,,,N,N,N,N,,NA,,,"Hikers noticed entangled whale close to shore, was behind two other larger whales; whale had netting over snout and long line (8-10 times its body length) and 2 bright orange floats; also noted mile long length of net at sea with similar floats.",
NW-2006-1057907,HMSC06-05-14-Er,"Whale, gray",OR,Coos,Lakeside,just north of 10 Mile Creek,43.5742,decimal degrees,-124.228,decimal degrees,Y,N,N,Y,,N,,,,,,,External exam,N,,N,N,,N,,,,5/14/06,Beach or Land,Alive,N,5/16/06,Fresh Dead,N,N,N,N,N,Y,N,,,N,N,N,,N,Y,N,N,N,N,N,N,N,N,,,,MALE,PUP/CALF,584,cm,actual,1800,kg,estimate,Y,Y,N,N,N,,,N,,,N,N,N,N,,Y,,5/16/06,"live entangled gray whale calf with crab pot and gear wrapped around tail stock and mouth, died on it's own on 5/15",
